Job Title,Company,Post Status,Job URL,Job Details
Odoo Developer,"WADIC,-", - 28 days ago,https://pk.indeed.com/viewjob?cmp=Web-Applications-%26-Data-Integration-Company&t=Odoo+Developer&jk=c910cf20a5760289&vjs=3,"We are Hiring---,Odoo Developer,We deliver our customers peace of mind every day by helping them protect what they value most. Our passion for placing the customer at the center of everything we do is driving a transformational shift at WADIC,Operating as an Agile team as a USA based company, we are on the front edge of an IT transformation for how people work and deliver solutions. Our passion for placing the user at the center of everything we do is driving our incremental approach to software feature development and delivery.,About the job: ,· Providing consultation and support for software products including documenting and troubleshooting issues.,· Responding to technical problems or questions.,· Analyzing our requirements, installing and configuring our Odoo Apps according to our needs.,Requirements,· The Python Odoo Developer is a full stack developer who will be responsible for maintaining, upgrading and developing the company's ,Odoo ERP system,.,· Review, Analyze, Modify, Create source code for Odoo.,· Debug existing product bugs.,· Develop, test and support new custom modules,· Collect and analyze business requirements.,· Transform business requirements into software design.,Required Skills and Experience,· Minimum 3 years’ experience in developing and maintaining ,Python code,· 3+ years of experience with ,Python and Odoo development, preferred,· Must have Experience to work in object-relational databases (postgresql),· ,ERP, experience a plus,· Knowledge of business and accounting workflows,· Creative mindset,· Meticulous attention to detail and accuracy.,Job Type: Full-time,Job Type: Full-time,Experience:,Education:,Work Remotely:,Odoo ERP system, Python code, Python and Odoo development: 1 year (Preferred),Bachelor's (Preferred),Temporarily due to COVID-19"
Full Stack Software Engineer,"Droozal,-", - 30+ days ago,https://pk.indeed.com/viewjob?jk=88c0803eacc6bba1&from=serp&vjs=3,"We are looking for a skilled full stack engineer with 3+ years of experience who is comfortable with both front and back end programming.,
In this job, you might:"
DevOps Specialist,"unifonic,-", - 23 days ago,https://pk.indeed.com/viewjob?jk=6475cd8f90efb248&from=serp&vjs=3,"Communication is our business!,
unifonic provides solutions for better customer engagement through a cloud-based platform. We empower businesses to engage with their people through a variety of channels, making their communication conversational, more meaningful, and with ease!,
,
Engineering principle,: We ship robust, high-quality code, written for humans to read and maintain!,
DevOps Specialist,
The DevOps Specialist is responsible for collaborating with software developers, system operators, and other engineering team members to manage code releases. The DevOps Specialist is working to cross and merge the barriers that exist between software development, testing, and operations teams, and keep existing networks in mind as they design, plan, and test. The responsibilities of the DevOps Specialist include but are not limited to:"
Site Reliability Engineer,-, - 4 days ago,https://pk.indeed.com/viewjob?jk=f13576cb2a05f829&from=serp&vjs=3,"KeepTruckin is on a mission to modernize the trucking industry. With the leading fleet management platform, we are bringing trucks online and fundamentally changing the way freight is moved on our roads.,
We see our hard work rewarded in tangible ways every day and we believe that intelligence is most powerful when paired with humility. We're motivated by the opportunity to impact and improve every facet of a trillion-dollar industry that touches everyone's lives. KeepTruckin is proud to be a Forbes Cloud 100 company, a 2020 Career-Launching Company by Wealthfront and named a Forbes Best Startup Employer 2020.,
As a Site Reliability Engineer on the Platform team, your role will be crucial in helping us design, scale, and manage our growing AWS-backed infrastructure. Your expertise will contribute to scaling our architecture and building a highly available system with an enthusiastic team. We are looking for candidates who have production experience with AWS-based platforms, expertise in automating distributed systems, scaling a fast-growing platform, maintaining high availability, and a forward-thinking mindset ready to take on tomorrow's challenges.,Creating a diverse and inclusive workplace is one of KeepTruckin's core values. We are an equal opportunity employer and welcome people of different backgrounds, experiences, abilities and perspectives.,
Please review our Candidate Privacy Notice here."
Software Quality Assurance Engineer Automation,"ShopDev,-", - 14 days ago,https://pk.indeed.com/viewjob?cmp=ShopDev&t=Software+Quality+Assurance+Engineer+Automation&jk=368c7a9aec47343e&vjs=3,"ShopDev ,is a full-service technology and design company specializing in software & product development and technology acceleration. We have 150+ employees working with enterprise clients and growth stage startups globally. We strategize, design, and build best-in-class digital products, transform teams, and co-create disruptive business models. We work as technology innovation partners with our clients, helping them adapt and thrive in the digital era.,About The Role: ,We are seeking a highly motivated Software Quality Assurance who will ensure that all software engineering processes, methods, activities and work items are monitored and comply against the defined standards as per the project. This is a great opportunity to get hands-on experience working for a growing technology company in a dynamic and fast global environment.,What you will be doing?,Your job as SQA incorporates all software development processes starting from requirements definition to coding until release of the software/production. Your prime goal will be to ensure the highest standards of quality and timely identification of bugs to be reported to developers and software engineers for the purpose of timely fix.,Job description: ,Job Requirements,Why join ShopDev?,Skills,Job Details,Industry: ,Information Technology,Functional Area: ,Quality Assurance (QA),Total Positions: ,10 Posts,Job Type: ,Full Time/Permanent,Job Shift: ,First Shift (Day),Job Location: ,Kotlakhpat, Lahore, Pakistan,Gender: ,No Preference,Minimum Education: ,Bachelors,Career Level: ,Experienced Professional,Minimum Experience: ,2 Years,Apply Before: ,Aug 24, 2020,Posting Date: ,Jul 24, 2020,Job Type: Full-time,Experience:,Education:,Location:,Work Remotely:,Should be able to perform Manual and Automated testing,Monitor program performance to ensure efficient and problem-free operations,Monitor bug resolution efforts and track successes,Provide technical support during software installation or configuration,Identify program deviance from standards, and suggest modifications to ensure compliance,Provide feedback and recommendations to developers on software usability and functionality,Evaluate or recommend software for testing or bug tracking,Document test procedures to ensure replicability and compliance with standards,Document software defects, using a bug tracking system, and report defects to software developers,Develop or specify standards, methods, or procedures to determine product quality or release readiness,Install and configure recreations of software production environments to allow testing of software performance,Collaborate with field staff or customers to evaluate or diagnose problems and recommend possible solutions,Perform initial debugging procedures by reviewing configuration files, logs, or code pieces to determine breakdown source,Experience in software development and testing,Should be able to use Manual & Automation testing techniques and familiarity with Selenium, JMeter e.t.c.,High proficiency in computer technology and programming languages,Strong knowledge of Linux and Microsoft Windows,In-depth understanding of Java, Python, SQL, C++ and XML,Exceptional attention to detail,Excellent analytical and problem-solving skills,Good oral and written communication skills,Great team player and able to work efficiently with minimal supervision,When you start at ShopDev, you’ll get exposure to countless opportunities within the organization, and get to work on extremely exciting projects in an international setting.,Work in an entrepreneurial setting that supports openness to innovative ideas.,Work with highly intelligent and driven team members who display a high degree of initiative, motivation and flexibility.,We offer a highly competitive salary, excellent benefits, health and insurance coverage, generous paid holidays, and life & work balance.,Automation Testing,Selenium,Load Testing,XML,C++,SQL,Python,JMeter,Java,Automation Testing: 2 years (Required),Bachelor's (Preferred),Lahore (Required),Temporarily due to COVID-19"
Sr. GIS Developer,"Grafix360,-", - 3 days ago,https://pk.indeed.com/viewjob?jk=1481499e89489c12&from=serp&vjs=3,"
The aim of the successful candidates is to develop web mapping applications and geo-processing tools to support GIS. Understand client requirements and develop GIS application to meet required needs. Make presentations and demos so that clients clearly understand the GIS application.,
Responsibility:,
Essential Skills:,
Desired Skills:,
Education:,
Job Location:,
Salary,:,
How to Apply:,
Send your resume in PDF or WORD format"
Machine Learning Engineer,"Caramel Tech Studios,-", - 30+ days ago,https://pk.indeed.com/viewjob?jk=a41ef4e808403068&from=serp&vjs=3,"Machine learning engineer will apply his/her expertise in intelligence and language understanding for our product Fizz. You will solve problems and identify trends and opportunities by developing algorithms to do quantitative analysis, data mining, failure analysis for machine learning systems.,
,
,We want to strive to be the best and the brightest in the fields of Research and Machine Intelligence specifically to understand experiences of millions of gamers and their needs. Weâ€™re looking for talented software engineers that have applied experience to join our team.,
,
,
To achieve this, you will work in a small team, collaborating closely with our engineering product and design teams and youâ€™re able to switch projects as our fast-paced business grows and evolves.,
,
,Required Skills,
,MS or PhD degree in Computer Science, Artificial Intelligence, Machine Learning, Operational Research, Statistics or in another highly quantitative field.,
,3-4+ years experience in machine learning, large scale data processing/analytics,
,5+ years of hands-on experience in predictive modelling and analysis,
,Experience with one or more general purpose programming languages including but not limited to: Java, C/C++, C#, Python, JavaScript, or Go.,
,Preference will be given to candidates who have:,
,10+ years of hands-on experience in predictive modeling and analysis,
,10+ years experience in machine learning, large scale data processing/analytics,
,Experience in programming languages such as MATLAB, Go and Objective C,
,Salary Package,
We offer highly competitive and lucrative packages that could vary depending on the educational background, work experience, as well as the candidate’s performance in the interview."
System Architect (Information Technology),"KINGBHAI,-", - 22 days ago,https://pk.indeed.com/viewjob?cmp=KINGBHAI.COM&t=System+Architect&jk=9227cdb3f3105b31&vjs=3,"Experience: Minimum 08 Years of relevant experience.,· System design & development of business applications, web / mobile applications, android apps, IOS apps for enterprises;,· Open source system experience a plus for ecommerce, reporting, web development;,· Knowledge of Java, PHP, Python, JS, Angular, and other leading languages;,· Ability to manage team and work independently;,· Review standards and set standards for coding and development;,· Building software product experience;,· Experience in evaluating and recommending systems, preferable open source;,Education: Graduation in CS or in relevant field, Masters will be preferred.,Job Type: Full-time,Pay: Rs100,000.00 - Rs130,000.00 per month,Experience:,Education:,relevant: 5 years (Required),Bachelor's (Required)"
Software Engineer - Frontend,"Yotascale,-", - 30+ days ago,https://pk.indeed.com/viewjob?jk=4fa05ba9fab34cf0&from=serp&vjs=3,"About Yotascale:,
Yotascale is a leader in collaborative cost management for Cloud (AWS, GCP, Azure) and Cloud Native (Kubernetes, OpenShift, ECS) infrastructure. Our solution empowers FinOps and engineering teams to effectively allocate, collaborate and optimize their spending.,
Join us on this exciting journey as we bring the latest breakthroughs in cost management to the future of cloud and cloud native infrastructure.,
The organization: Application Engineering,
The Application Engineering team's mission is to build an amazing product that delights Yotascale’s customers. This work will have a disproportionate impact and will directly influence Yotascale’s success as a company. The team charter is (1) design and implement application features and APIs that enable the most visible aspect of Yotascale’s product; (2) contribute to each step of the product development process, from ideation to implementation to release, including rapidly prototyping, developing, and pushing code into production; (3) partner with a cross-functional team of designers and product managers to plan, architect, build, and deploy complex user-facing features.,
Role:,
As a Full-stack Software Engineer at YotaScale, you will be responsible for designing and implementing application features and APIs for the most visible aspect of Yotascale's product. In this role, you will be at the intersection of several white-hot areas in today’s technical landscape: Containers, Kubernetes, Cloud and Big Data and you will have the opportunity to help us deliver our product to some of the most technically sophisticated customers in the world.,
Responsibilities:,
Minimum Qualifications:,
Preferred Qualifications:,
What do we offer:"
Software Engineer II (Backend),-, - 29 days ago,https://pk.indeed.com/viewjob?jk=b068be14653f74c3&from=serp&vjs=3,"At Careem, we are driven by the purpose of simplifying the lives of people and building an awesome organisation that inspires. Based in Dubai, we started our journey as a pioneer of the Middle East's ride-hailing economy.,
Today, Careem is the region's everyday Super App operational in 13 countries and over 100 cities. The Super App provides a host of daily services that people need to move around, to order things and to transfer money in one unified smartphone app. Our goal is to simplify people's daily lives so that they can spend their precious time and mindshare on things that really matter and on realizing their potential,
What will be keeping you busy?,
We are looking for software engineers to join our team of talented engineers that share a common interest in distributed backend systems, their scalability and continued development.,
You will join the Fraud Prevention team with a unique combination of distributed real-time services as well as data preparation pipelines and batch ETLs. These large scales, distributed systems are integrated with all Careem services and handle everything from user requests to payment processing. It means you will work with one of the most loaded systems. Realtime service relies on preliminary data aggregation, which involves data ETL based on Spark, Hive, etc. This means an opportunity to work on virtually any type of computer science and software engineering problem, particularly in the areas of large scale distributed systems and big data. Our tech stack is mainly Java/Kotlin, Python, Node/Typescript, Docker, AWS, Spark, MySQL, DynamoDb and a long tail of other technologies.,
Key responsibilities include:,Requirement Summary:,It's a big plus if you also bring one or more of the following:,What do we offer you?
,Working in an international environment with colleagues from 70+ nationalities, a flat hierarchy, flexible working hours, unlimited (paid!) holidays, the latest technologies and full ownership!"
Software QA Automation Engineer - Lahore,"ENTERTAINER FZ LLC,-", - 30+ days ago,https://pk.indeed.com/viewjob?jk=1765930165c81344&from=serp&vjs=3,"Us,
The ENTERTAINER is a leading digital company whose main goal is to add value to consumers by bringing them the best incentive offers globally. We are a data-driven, 100% digital, tech company. Providing first-rate offers across renowned dining, leisure, entertainment and hotel brands worldwide, the ENTERTAINER has grown with the aim of creating unbeatable value and loyalty everywhere we go. We believe that “experience is everything”, resulting in our passion for creating unforgettable experiences for both our customers, partners and employees.,
 ,The Team,
The E-business team’s mission is to build simple, user-friendly digital experiences that delight the millions who use our products. The team’s responsibilities include product innovation, engineering, infrastructure, project delivery, data, IT & Ops. We work in an agile, fast-paced environment and align closely with teams across the business to identify, build and support the best possible solutions for our users. We’re passionate, curious, a bit intense and a lot of fun. All at the same time.,
This position requires an independent and organized individual with a technical background qualifying client/server software. You should be a self-motivated individual who works well independently and with a team.,
ROLE AND RESPONSIBILITIES:,
Powered by JazzHR,
QtHnqlA8wD"
Network Security Engineer (Linux platform),"ENTERTAINER FZ LLC,-", - 30+ days ago,https://pk.indeed.com/viewjob?jk=4bc6c8799f07d42c&from=serp&vjs=3,"
Being a key part of SOC Team, Network Security Engineer responsibility is monitoring of the Network Security Solutions and conduct PENTESTs. The selected candidate will be tasked to implement, manage, monitor Network Security Solutions based on the Entertainer’s Best Practice guideline, Coordinate with Systems Administrators, Development, SOC Team, and monitor all Cloud and On-Premise Infrastructure and ensure proper monitoring of cyber security.,
Bachelors/Masters in Computer Science/ Telecommunication or relevant.,
Following are the desired skills.,
Basic Knowledge of:,
AWS Certified Security – Specialty,
Powered by JazzHR,
6int0jJiXk"
Lead Software Engineer (Full Stack),"ProgressiveRec,-", - 24 days ago,https://pk.indeed.com/viewjob?cmp=ProgressiveRec&t=Lead+Software+Engineer&jk=468b24e5bf45f57d&vjs=3,"An innovative FinTech is developing a cloud native platform to transform the banking industry are currently hiring a number of Software Engineers. Their aim is to build a next-generation cloud-native technology platform enables their clients, to offer their customers, personalised banking experiences. The platform is to be built on a highly available and robust microservices architecture, using a unique data model that is fully compliant with Open Banking standards. The team is driven by technology and is looking to work with the modern frameworks and technologies. In particular, the team require developers with experience in Java, microservices and RESTful APIs,What we need,We are looking for a Java Spring Boot Developer. You will be responsible for building a digital wallet platform that will serve our retail and business customers. The critical value we are looking for, is the combination of deep subject matter expertise in instant payments, a proven track record in delivering bank critical systems, and a FinTech approach to the use of technology. This position requires an entrepreneurial operator looking to make an impact.,Essential,Mandatory experience,What would be nice to have,Note: , Given the current global situation of Covid-19, the travel requirement and the work therein will be adjusted accordingly so that the work can be done via digital platforms and on a remote basis until things change.,We look forward to receiving your CV mark_at_progressiveres_org. Unfortunately, it isn’t possible for us to respond to every applicant, but we sincerely hope we will have the opportunity to help you find your dream role.,Job Type: Full-time,Experience:,Education:,Bachelor’s Degree in Computer Science or related field, or relevant industry experience as a Software Engineer,Understanding of algorithm design, complex problem solving, data analysis and OOP,Proficiency in, at least, Java, Python, NodeJS,,Knowledge of building services using a well-known framework like Spring Boot, Spring Security, Hibernate, Git, SQL, REST API, Test Driven Development.,Knowledge of CI/CD principles and experience of working with tools such as IntelliJ IDEA, TeamCity, Jenkins, CircleCI,,Experience of working with micro-services and designing APIs based on REST, gRPC or SOAP,Experience of working with data formats like JSON, XML, Yaml,Domain Knowledge of Financial Technology and Payments processing.,Experience of leading the delivery of specific Capital Markets or Banking Payment solutions, in areas such as Faster / Instant Payments, SEPA, SWIFT, BACS and mobile payments.,In depth technical knowledge in core payment areas and are able to articulate the functional and technical specification for e.g. SWIFT, ACH, GIRO, Bacs, CHIPS and CHAPS,In depth knowledge of the Payments Value Chain, able to articulate the functional and technical differences between: Initiation, Order Management, Execution and Clearing & Settlement.,Knowledge of working with containerisation frameworks and deploying them onto the cloud.,Experience of working on any of the popular cloud platforms, like AWS, Azure or GCP,Experience of working with distributed systems and technologies such as Apache Kafka, MongoDB, CockroachDB, DynamoDB and Apache Spark.,Camunda workflow engine,,Software development: 5 years (Required),Master's (Required)"
Sr. Linux Administrator,"ICE Consulting,-", - 30+ days ago,https://pk.indeed.com/viewjob?jk=79cbae62971d7dac&from=serp&vjs=3,"We are seeking an experienced ,Linux, System Administrator who can provide solutions and be able to work independently and a good team player.
,Requirements,Benefits,
Excellent company benefits including health insurance, PTO, 401(K) with company match and bonus plan."
Software Developer,-, - 30+ days ago,https://pk.indeed.com/viewjob?jk=7ed1e48c36d0dbe4&from=serp&vjs=3,"The Division:,
,
Enspire for Enterprise provides scalable digital marketing solutions for franchises combined with powerful analytics for decision-makers.,
As a Franchise Digital Marketing Agency, Enspire has partnered with over 100 multi-location and franchise networks to support thousands of locations worldwide and clientele includes Affordable Dentures, Seasons Sunrooms, Hand and Stone, World Gym, Rebath, Johnson Controls, Mr. Electric and Ace Hardware, to name a few.,
,
,The Position:,
,
We are looking for a ,Software Developer ,to develop, maintain, and troubleshoot the tools and environment that many of the engineers rely on to deploy and monitor their applications as micro-services and micro-UIs.,
,
,Responsibilities:,
,Develop, maintain, and troubleshoot the tools and environment that many of the engineers rely on to deploy and monitor their applications as micro-services and micro-UIs.,
,Help to educate other engineers on the platform and other aspects of developing for it.,
,Responsible for integrating various tools into a consistent, streamlined experience for developers to operate from time of code commit through the build and deployment, and into monitoring.,
,We integrate industry standard tools along with custom components to provide this experience: Git/Stash -> Bamboo -> Custom Deploy scripts -> Marathon -> Mesos -> New Relic monitoring + Logsearch/Kibana logging -> Custom status UI and you will jump in and assist engineers with any problems they have anywhere in this pipeline, even when the problem is their own.,
,When the problem is in the pipeline, you will be expected and empowered to take action to improve the experience whether through technology or process or education.,
,
,
The selected candidate will work out of the Contour Software Lahore resource center office, as an extension of the division-based R&D department.,
,
,
,Desired Skills and Responsibilities:
,Bachelor's Degree in Information Systems, Computer Engineering or equivalent technical Degree; or equivalent combination of education and experience.,
,2+ years of industry experience of building enterprise application using Java, C#, C++, Python, Scala, with main focus on Java.,
,Prior experience of front-end development using JavaScript, CSS and HTML.,
,2+ years solid experience of developing on Linux operating system.,
,Solid experience with Continuous Integration/Deployment tools: Bamboo, Jenkins, or similar.,
,Solid experience with virtual machines and containers: VmWare, VirtualBox, Docker, or similar.,
,Solid experience with Git/Stash, Bamboo, Custom Deployment Scripts, Log search/Kibana etc..,
,Excellent knowledge of Relational Databases especially SQL Server.,
,Excellent knowledge of Microservices architecture.,
,Excellent knowledge of Object-Oriented Programming.,
,Experience of building and consuming RESTful services.,
,Experience and deep understanding of working in an Agile delivery team (preferably Scrum) is desirable.,
,Excellent, effective and clear written and oral communication skills.,
,
,
,
,Exciting Benefits we offer:,
,Market-leading Salary,
,Medical Coverage – Self & Dependents,
,Parents Medical Coverage,
,Provident Fund,
,Employee Performance-based bonuses,
,Home Internet Subsidy,
,Conveyance Allowance,
,Profit Sharing Plan [Tenured Employees Only],
,Life Benefit,
,Child Care Facility,
,Company Provided Lunch/Dinner,
,Professional Development Budget,
,Recreational area for in-house games,
,Sporadic On-shore training opportunities,
,Friendly work environment,
,Leave Encashment"
Software Reliability Engineer,-, - 30+ days ago,https://pk.indeed.com/viewjob?jk=4d77419764dfe13f&from=serp&vjs=3,"The Division:,
Zurple & Z57 are two of the ever-growing number of product divisions under the Real Estate vertical of Constellation Software Inc. Zurple provides thousands of Realtors with a robust marketing automation platform. Z57 is an innovative real estate marketing company, with a product specifically for agents, teams, and small to mid-size offices focused on an online and social media presence.,
,
,The Position:,
The division is looking to hire a ,Software Reliability Engineer, who will join the Managed Services team and become one of the main contributors to the design and evolution of the cloud infrastructures hosting the customers applications and systems.,
,
,As a SRE your main responsibilities will be:,Provide ongoing maintenance, support and enhancements in existing systems and platforms,Design, implement and manage cloud infrastructures satisfying requirements of reliability, scalability and security.,Oversee and implement DevOps processes including CICD, configuration management, deployments.,Design and implement application monitoring, identifying the metrics and specifying the alerts.,Participate in debugging production issues across services and levels of the stack.,We expect you to:,Deliver production solutions that are reliable and scale, identifying automation points, and propose ideas on how to improve efficiency.,Improve the performance of the system by either making better use of resources, distributing load or reducing the latency.,Improve monitoring and alerting, fighting alert spam.,Document every action so your learnings turn into repeatable actions and then into automation.,Researches new software development, deployment, and configuration management methodologies and technologies and analyze their application to current configuration management needs.,The chosen individual will work out of the Contour Software Lahore resource center office, as an extension of the division-based R&D department. Successful hires shall possess the willingness and ability to learn the programming language technology stack, if not already experienced in it.,
,
,
,Basic Qualifications:,Bachelor's degree in computer science, computer engineering or related technical discipline,5 years+ of experience developing web-based applications,5 years+ of professional experience with the following languages: ,Java, MySQL, PHP, JavaScript, HTML and CSS,Experience working with relational database systems such as ,MySQL, or ,PostgreSQL,Strong experience with database query development and optimization,3+ years experience writing complex database queries, functions, and/or procedures,Experience working with application frameworks: ,Zend, Redis, Angular, jquery, vagrant,Strong DevOps focus and experience building, deploying and supporting infrastructure with cloud technologies,Experience working with AWS and related technologies: ,EC2, ELB, S3, Cloudfront, SNS,Experience with ,IntelliJ Idea, and debugging multi-tier applications,Experience with ,Git, and ,subversion, for source control management,Good experience with scripting languages (,Python, Perl, shell,).,Experience of CouchDB, MongoDB, Memcached and Elastic Search.,Experience with Apache Tomcat.,Good communication skills in English.,Nice to have:,Strong knowledge of Linux OS,Experience with configuration management systems like Puppet, Chef or similar.,Experience with automation tools like Ansible, Jenkins, or similar,Strong, object-oriented design and coding skills using Java on Linux platform (jetty),Experience with administration of Oracle database.,Experience with Docker containers and container orchestration tools (ex. Kubernetes, Docker Swarm).,Experience with the ELK stack (Elastic Search, Logstash, Kibana) logging system.,Experience with ""infrastructure as a code” solutions like Terraform or AWS CloudFormation.,
,Exciting Benefits we offer:,Market-leading Salary,Medical Coverage – Self & Dependents,Parents Medical Coverage,Provident Fund,Employee Performance-based bonuses,Home Internet Subsidy,Conveyance Allowance,Profit Sharing Plan [Tenured Employees Only],Life Benefit,Child Care Facility,Company Provided Lunch/Dinner,Professional Development Budget,Recreational area for in-house games [Karachi & Lahore only],Sporadic On-shore training opportunities,Friendly work environment,Leave Encashment"
Senior Software Quality Engineer,"unifonic,-", - 30+ days ago,https://pk.indeed.com/viewjob?jk=faa5950202247d86&from=serp&vjs=3,"Communication is our business!,
unifonic provides solutions for better customer engagement through a cloud-based platform. We empower businesses to engage with their people through a variety of channels, making their communication conversational, more meaningful, and with ease!,
Engineering principle,: We ship robust, high-quality code, written for humans to read and maintain!,
,Senior Software Quality Engineer,
The Senior Software Quality Engineer is holding a crucial position in testing the quality and performance of our products and product integrations to ensure high-quality product releases to maintain unifonic's position at all times. The Senior Software Quality Engineer is responsible for creating test strategies for complex projects with remote teams and devising automation frameworks. The Senior Software Quality Engineer is reporting to the Quality Assurance Lead and working closely with him on executing our test strategy. The responsibilities of the Senior Software Quality Engineer include but are not limited to:,
Must-Have,
Nice To Have"
Application Engineer (f/m/d),"Silexica,-", - 30+ days ago,https://pk.indeed.com/viewjob?jk=30428c58dd08ffdf&from=serp&vjs=3,"We are currently looking for a passionate and experienced ,Application Engineer ,(f/m,/d), in ,Lahore, ,collaborating closely with the Engineering, Product & Sales teams. You will use your deep understanding of computing challenges in our target markets to improve the product experience and customer’s success. You will also drive various initiatives to promote Silexica tools and make them easier to adopt – e.g. by developing demos or representing Silexica at industry events.,
Your role:,Requirements,
Your strengths & qualifications:,Benefits,
We offer:,Are you ready for the next challenge?, Grow your career as you shape the future of Silexica! To apply please upload your CV, your motivation for this position and outline your availability via our recruiting system.,
About us:,
,
Silexica enables a software-defined world composed of intelligent products. We disrupt the developer’s journey from software to application-specific hardware systems, democratizing accelerated computing to help build a smart, connected and safe world. Our mission is to provide software development tools reducing time-to-market of innovative software IP and intelligent products. Enabled by deep software analysis, heterogeneous hardware awareness and quick design space exploration, the SLX programming tools significantly accelerate the journey from software to application-specific hardware systems, empowering our customers to win markets.,
Founded in 2014, Silexica is headquartered in Germany with offices in the US and Japan. It serves innovative companies in the automotive, robotics, wireless communications, aerospace, and financial industries and has received $28M in funding from international investors.,
Our team includes some of the best compiler experts and software tooling specialists in the world, complemented by industry veterans and business professionals. Together, we are building the best software tools company in the world to make our customers successful in bringing better products to market faster. We are incredibly passionate about software acceleration and you can become an important part of our success story!,
We live and love diversity! We have a team of brilliant minds from over 20 countries. We believe that the more diverse we are, the better we get. We are an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, gender, national origin, disability status, sexual orientation, protected veteran status, or any other characteristic protected by law."
Systems Engineer,"ICE Consulting,-", - 30+ days ago,https://pk.indeed.com/viewjob?jk=06adbabb8f7c82e3&from=serp&vjs=3,"We are seeking an experienced ,Linux, System Administrator who can provide solutions and be able to work independently and a good team player.
,Requirements,Benefits,
Excellent company benefits"
Development Manager,-, - 30+ days ago,https://pk.indeed.com/viewjob?jk=cbf7713d299dcb36&from=serp&vjs=3,"The Division:,
,
Enspire for Enterprise provides scalable digital marketing solutions for franchises combined with powerful analytics for decision-makers.,
As a Franchise Digital Marketing Agency, Enspire has partnered with over 100 multi-location and franchise networks to support thousands of locations worldwide and clientele includes Affordable Dentures, Seasons Sunrooms, Hand and Stone, World Gym, Rebath, Johnson Controls, Mr. Electric and Ace Hardware, to name a few.,
,
,The Position:,
,
We are looking for a ,Development Manager ,with proven experience in software development, design, and architecture. This is a hands-on position involving coding solutions as well as leading and managing team members. The team will be helping engineering team by developing, maintaining, and troubleshooting the tools (including DevOps) and environment that many of the engineers rely on to deploy and monitor their applications as micro-services, micro-UIs and any other relevant tasks that might or might not be directly related to engineering team.,
,
,Responsibilities:,
,Review development related to DevOps tools and make recommendations for adoption including any ROI calculations.,
,Ensuring robust release & configuration management processes are in place.,
,Ensure effective communications with other teams.,
,Performance reporting on development productivity, efficiency, quality, time and delivery.,
,Hands on coding as and when required.,
,Review scripts and code with coding standards, unit tests, build & deployment procedures with a goal of making recommendations for improvements.,
,Constantly review practices and make recommendations for improvement and increased productivity.,
,Inspire and ensure that the team deliver work items on time with good quality.,
,The selected candidate will work out of the Contour Software Lahore resource center office, as an extension of the division-based R&D department.,
,
,
,Desired Skills and Responsibilities:
,Bachelor's Degree in Information Systems, Computer Engineering or equivalent technical Degree; or equivalent combination of education and experience.,
,5+ years of experience with leading and managing the development and/or DevOps teams.,
,10+ years of industry experience of building enterprise application using Java, C#, C++, Python, Scala with the main focus on Java.,
,Prior experience of front-end development using JavaScript, CSS and HTML.,
,Solid experience of developing on Linux operating system.,
,Solid experience with Continuous Integration/Deployment tools: Bamboo, Jenkins, or similar.,
,Solid experience with Git/Stash, Bamboo, Custom Deployment Scripts, Log search/Kibana etc..,
,Excellent knowledge of Microservices architecture.,
,Excellent knowledge of Object-Oriented Programming.,
,Excellent knowledge of Relational Databases especially SQL Server.,
,Experience of building and consuming RESTful services.,
,Experience and deep understanding of working in an Agile delivery team (preferably Scrum) is desirable.,
,Excellent knowledge of software development best practice.,
,Experience of coaching other members of staff.,
,Ability to work under own initiative and willing to take personal responsibility for issues.,
,Excellent, effective and clear written and oral communication skills.,
,Calm and clear when under pressure.,
,Proven ability to resolve complex problems in a pragmatic fashion.,
,Self-motivated, resourceful and keen to learn and share knowledge.,
,Enthusiastic, motivated, empathetic and professional.,
,
,
,Exciting Benefits we offer:,
,Market-leading Salary,
,Medical Coverage Self & Dependents,
,Parents Medical Coverage,
,Provident Fund,
,Employee Performance-based bonuses,
,Home Internet Subsidy,
,Conveyance Allowance,
,Profit Sharing Plan [Tenured Employees Only],
,Life Benefit,
,Child Care Facility,
,Company Provided Lunch/Dinner,
,Professional Development Budget,
,Recreational area for in-house games,
,Sporadic On-shore training opportunities,
,Friendly work environment,
,Leave Encashment"
DevOps Engineer,"Mi-C3 International,-", - 30+ days ago,https://pk.indeed.com/viewjob?jk=9a783e23aa9d5a6b&from=serp&vjs=3,"Mi-C3 is seeking experienced, passionate Dev Ops Engineer – to be based either in our Lahore, Pakistan or Philippines office. As the successful Dev Ops Engineer, you will oversee the specification, documentation and implementation of the new and ongoing project features. In addition, you will be developing new features and writing scripts for automation using NodeJS/Python/Bash. Your solid background in Dev Ops Engineering will enable you to add great value to the existing team!,
JOB REQUIREMENTS,
TECHNICAL REQUIREMENTS"
